Name	sex	1880N	1890N	1900N	1910N	1920N	1930N	1940N	1950N	1960N	1970N	1980N	1990N	2008N	2009N	2010N	2011N	2012N	2013N	2014N	2015N	2016N	2017N	1880R	1890R	1900R	1910R	1920R	1930R	1940R	1950R	1960R	1970R	1980R	1990R	2008R	2009R	2010R	2011R	2012R	2013R	2014R	2015R	2016R	2017R
Cayden	M	0	0	0	0	0	0	0	0	0	0	0	0	546	665	642	648	599	606	513	470	393	397	0	0	0	0	0	0	0	0	0	0	0	0	173	143	151	150	164	172	197	212	244	241
Caydence	F	0	0	0	0	0	0	0	0	0	0	0	0	0	72	70	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905	913	968	0	0	0	0	0	0
Cayla	F	0	0	0	0	0	0	0	0	0	0	0	109	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552	0	942	0	0	0	0	0	0	0	0
Caylee	F	0	0	0	0	0	0	0	0	0	0	0	0	139	301	140	176	155	121	105	84	76	70	0	0	0	0	0	0	0	0	0	0	0	0	519	263	522	444	498	594	673	840	914	969
Cayson	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	63	66	90	108	132	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	851	823	689	623	549	576
Cecelia	F	298	371	441	398	283	204	242	171	100	47	48	61	92	94	93	109	122	136	134	143	146	151	213	201	181	201	245	285	264	322	487	815	827	788	756	738	742	655	597	552	571	544	538	529
Cecil	F	103	200	186	104	58	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	284	309	409	597	773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cecil	M	305	749	1255	1173	1010	774	499	298	193	125	78	36	0	0	0	0	0	0	0	0	0	0	187	100	71	80	86	113	153	210	284	384	513	858	0	0	0	0	0	0	0	0	0	0
Cecile	F	136	234	259	208	161	125	79	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	261	250	281	331	391	489	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cecilia	F	221	313	366	328	273	223	263	248	203	165	185	252	296	298	298	333	370	366	409	447	462	470	250	216	205	227	254	275	250	271	326	395	351	278	270	265	277	241	217	223	206	181	179	168
Cedric	M	0	0	17	23	0	13	21	68	178	259	212	141	87	83	78	76	76	68	74	66	59	54	0	0	981	918	0	972	809	447	295	245	268	411	650	702	726	751	758	810	780	856	914	983
Cedrick	M	0	0	0	0	0	0	0	0	0	41	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707	707	0	0	0	0	0	0	0	0	0	0	0
Celeste	F	50	61	68	66	52	49	71	165	181	165	141	245	190	163	168	169	166	165	170	160	159	175	563	524	525	547	632	640	521	329	358	396	424	286	397	459	457	453	470	469	466	499	495	464
Celestia	F	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Celestine	F	38	48	51	50	57	52	47	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	606	618	643	607	622	648	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Celia	F	477	494	468	377	251	193	139	139	101	73	92	88	92	91	93	94	94	90	89	82	86	83	158	170	172	212	259	297	357	375	483	653	569	624	757	756	743	735	743	761	787	858	837	857
Celina	F	34	27	0	0	0	0	0	0	0	42	66	100	0	0	0	0	0	0	0	0	0	0	698	840	0	0	0	0	0	0	0	850	704	590	0	0	0	0	0	0	0	0	0	0
Celine	F	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	68	88	98	85	125	150	0	0	0	0	0	0	0	0	0	0	0	838	0	0	0	0	945	779	715	824	605	536
Ceola	F	0	0	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	977	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cesar	M	0	0	0	0	0	0	0	20	56	183	242	443	556	466	453	408	364	345	322	328	294	286	0	0	0	0	0	0	0	805	533	311	254	181	165	199	201	217	255	261	279	280	304	311
Chace	M	0	0	0	0	0	0	0	0	0	0	0	0	87	123	93	68	67	61	53	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	527	646	810	824	873	980	933	0	0
Chad	M	0	0	0	0	0	0	10	46	413	3388	1833	673	144	127	115	111	110	91	87	78	73	56	0	0	0	0	0	0	998	547	172	30	55	133	454	508	547	568	586	669	702	763	800	956
Chadd	M	0	0	0	0	0	0	0	0	0	18	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932	992	0	0	0	0	0	0	0	0	0	0	0
Chadrick	M	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	888	0	0	0	0	0	0	0	0	0	0	0	0
Chadwick	M	0	0	0	0	0	0	0	0	19	170	91	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859	323	475	877	0	0	0	0	0	0	0	0	0	0
Chaim	M	0	0	0	0	0	0	0	0	0	20	26	37	58	57	52	72	81	81	68	84	78	84	0	0	0	0	0	0	0	0	0	915	876	845	858	884	953	782	724	727	827	726	775	732
Chalmer	M	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chana	F	0	0	0	0	0	0	0	0	0	0	44	0	65	82	82	78	82	87	80	82	93	80	0	0	0	0	0	0	0	0	0	0	856	0	971	830	816	855	824	789	858	855	774	883
Chance	M	0	0	0	0	0	0	0	0	0	55	125	329	324	363	355	407	379	382	378	364	338	347	0	0	0	0	0	0	0	0	0	606	389	227	255	236	246	218	241	239	248	250	274	267
Chanda	F	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0
Chandler	F	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	995	0
Chandler	M	0	0	0	0	0	0	0	0	0	0	34	322	143	141	130	155	150	171	182	183	165	154	0	0	0	0	0	0	0	0	0	0	792	232	457	469	497	441	456	429	421	423	466	489
Chandra	F	0	0	0	0	0	0	0	17	81	199	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	983	551	343	487	0	0	0	0	0	0	0	0	0	0	0
Chanel	F	0	0	0	0	0	0	0	0	0	31	113	118	89	86	83	81	93	97	113	104	114	102	0	0	0	0	0	0	0	0	0	935	493	518	775	796	813	827	754	720	630	687	651	726
Channing	M	0	0	0	0	0	0	0	0	0	0	15	0	0	0	93	88	130	119	90	75	69	60	0	0	0	0	0	0	0	0	0	0	994	0	0	0	645	672	512	559	690	784	828	913
Chantal	F	0	0	0	0	0	0	0	0	0	0	44	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855	768	0	0	0	0	0	0	0	0	0	0
Chantel	F	0	0	0	0	0	0	0	0	0	80	122	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	469	487	0	0	0	0	0	0	0	0	0	0
Chantelle	F	0	0	0	0	0	0	0	0	0	0	55	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	967	0	0	0	0	0	0	0	0	0	0
Charissa	F	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	958	0	0	0	0	0	0	0	0	0	0	0
Charisse	F	0	0	0	0	0	0	0	0	24	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945	920	0	0	0	0	0	0	0	0	0	0	0	0
Charity	F	113	83	66	38	15	0	0	0	0	289	218	124	86	76	77	78	69	64	0	0	0	0	354	440	533	742	976	0	0	0	0	269	309	501	793	876	855	852	935	987	0	0	0	0
Charla	F	0	0	0	0	0	0	24	38	48	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	773	746	792	0	0	0	0	0	0	0	0	0	0	0	0
Charlee	F	0	0	0	0	0	0	0	0	0	0	0	0	82	96	130	179	208	254	263	283	278	301	0	0	0	0	0	0	0	0	0	0	0	0	820	726	557	439	382	324	313	282	296	277
Charleen	F	0	0	0	0	0	41	54	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	592	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Charleigh	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	88	103	129	140	149	158	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999	778	690	569	553	528	500	466
Charlene	F	0	0	0	74	220	598	881	812	638	374	237	96	0	0	0	0	0	0	0	0	0	0	0	0	0	510	278	157	115	129	157	207	279	601	0	0	0	0	0	0	0	0	0	0
Charles	F	78	47	38	51	85	79	48	36	33	0	0	0	0	0	0	0	0	0	0	0	0	0	441	618	731	638	467	494	635	792	866	0	0	0	0	0	0	0	0	0	0	0	0	0
Charles	M	20213	15260	12578	12740	13369	14245	12172	8975	6488	4864	3500	2295	1707	1751	1768	1754	1748	1779	1832	1798	1794	1858	5	5	5	7	5	6	7	10	17	23	33	43	63	64	63	62	62	57	51	50	51	49
Charley	F	0	0	0	0	0	0	0	0	0	0	0	0	0	68	80	117	122	146	160	152	141	158	0	0	0	0	0	0	0	0	0	0	0	0	0	949	836	623	598	514	488	517	557	513
Charley	M	1105	727	568	259	179	114	62	35	26	14	0	0	0	0	0	0	0	0	0	0	0	0	69	102	135	227	285	355	463	622	756	985	0	0	0	0	0	0	0	0	0	0	0	0
Charli	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	96	97	99	119	141	120	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	916	723	717	710	608	553	633	571
Charlie	F	30	38	55	66	72	66	40	0	0	0	0	0	95	118	166	216	265	336	361	392	446	495	731	699	596	551	518	541	718	0	0	0	0	0	736	616	462	376	305	240	229	207	185	154
Charlie	M	3072	3007	2755	1455	1129	900	613	379	261	190	145	122	256	303	355	382	386	397	421	419	432	463	22	30	34	65	78	100	128	181	236	301	344	458	307	274	244	236	234	233	225	229	227	214
Charline	F	0	0	0	30	50	48	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	645	653	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Charlize	F	0	0	0	0	0	0	0	0	0	0	0	0	72	72	0	0	79	74	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	905	910	0	0	849	879	0	978	0	0
Charlotte	F	1159	993	978	1299	1413	1537	1627	919	629	372	224	241	861	1010	1336	1618	1887	2361	2532	2860	3316	3359	92	101	103	84	78	71	59	115	160	209	299	293	87	68	45	27	19	11	10	9	7	7
Charmaine	F	0	0	0	0	18	41	36	84	65	81	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	949	713	755	499	630	606	776	0	0	0	0	0	0	0	0	0	0	0
Charolette	F	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chas	M	171	86	76	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	414	486	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chase	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chase	M	0	0	0	0	0	0	0	0	0	30	439	1001	1646	1785	1609	1563	1437	1408	1341	1348	1228	1083	0	0	0	0	0	0	0	0	0	804	165	96	67	61	66	69	77	77	78	74	86	94
Chasity	F	0	0	0	0	0	0	0	0	0	157	188	160	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	344	408	956	0	0	0	0	0	0	0	0	0
Chastity	F	0	0	0	0	0	0	0	0	0	127	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	724	0	0	0	0	0	0	0	0	0	0	0
Chauncey	M	110	108	62	40	31	20	0	12	19	32	37	0	0	0	0	0	0	0	0	0	0	0	344	363	559	694	799	904	0	942	857	782	752	0	0	0	0	0	0	0	0	0	0	0
Chaya	F	0	0	0	0	0	0	0	0	0	0	0	55	92	95	94	97	100	100	102	93	101	108	0	0	0	0	0	0	0	0	0	0	0	827	749	736	736	715	707	704	692	758	710	695
Chaz	M	0	0	0	0	0	0	0	0	0	0	72	83	49	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	567	959	991	0	0	0	0	0	0	0	0
Che	M	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948	0	0	0	0	0	0	0	0	0	0	0	0
Chelsea	F	0	0	0	0	0	0	0	0	0	104	1147	2117	356	347	354	361	343	298	300	266	236	212	0	0	0	0	0	0	0	0	0	526	65	34	221	231	222	222	234	271	274	305	353	381
Chelsey	F	0	0	0	0	0	0	0	0	0	0	233	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	177	0	0	0	0	0	0	0	0	0	0
Chelsi	F	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0	0	0	0	0
Chelsie	F	0	0	0	0	0	0	0	0	0	0	107	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	373	0	0	0	0	0	0	0	0	0	0
Cheri	F	0	0	0	0	0	0	100	226	309	231	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	289	256	319	630	0	0	0	0	0	0	0	0	0	0	0
Cherie	F	0	0	0	0	0	38	91	147	217	197	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	462	359	313	348	566	0	0	0	0	0	0	0	0	0	0	0
Cherish	F	0	0	0	0	0	0	0	0	0	0	40	0	94	101	91	97	91	88	87	72	69	0	0	0	0	0	0	0	0	0	0	0	891	0	739	694	753	716	765	780	805	943	974	0
Cherri	F	0	0	0	0	0	0	0	20	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	952	861	0	0	0	0	0	0	0	0	0	0	0	0	0
Cherry	F	14	17	0	0	13	37	73	66	42	0	0	0	0	0	0	0	0	0	0	0	0	0	989	956	0	0	989	742	516	557	791	0	0	0	0	0	0	0	0	0	0	0	0	0
Cheryl	F	0	0	0	0	0	54	2335	4256	3518	1204	381	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	43	19	28	79	194	706	0	0	0	0	0	0	0	0	0	0
Cheryle	F	0	0	0	0	0	0	48	54	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	624	972	0	0	0	0	0	0	0	0	0	0	0	0	0
Cheryll	F	0	0	0	0	0	0	19	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chesley	M	18	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919	884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chester	M	1170	1252	1317	1724	1274	677	514	317	176	123	74	26	0	0	0	0	0	0	0	0	0	0	65	64	68	55	69	123	150	203	300	388	532	931	0	0	0	0	0	0	0	0	0	0
Chet	M	0	0	0	0	0	0	0	10	32	37	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	689	747	980	0	0	0	0	0	0	0	0	0	0	0
Chevy	M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	982	0	0
Cheyanne	F	0	0	0	0	0	0	0	0	0	0	0	151	149	121	94	76	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	496	599	739	871	971	0	0	0	0	0
Cheyenne	F	0	0	0	0	0	0	0	0	0	0	61	795	496	428	340	293	256	250	226	238	204	191	0	0	0	0	0	0	0	0	0	0	733	100	159	184	229	274	320	328	362	347	412	432
Chin	M	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chip	M	0	0	0	0	0	0	0	17	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	693	0	0	0	0	0	0	0	0	0	0	0	0	0
Chiquita	F	0	0	0	0	0	0	0	0	0	50	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798	738	0	0	0	0	0	0	0	0	0	0	0
Chloe	F	125	130	75	49	29	35	0	0	0	0	88	645	2781	2876	2932	2776	2441	2229	2134	1990	1886	1801	340	360	489	649	838	769	0	0	0	0	586	123	10	9	9	10	10	14	18	17	20	22
Chris	F	0	0	0	0	0	0	49	158	292	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	338	263	724	0	0	0	0	0	0	0	0	0	0	0	0
Chris	M	218	164	117	81	75	89	241	643	1466	741	171	127	221	208	178	146	163	158	135	142	130	118	229	280	367	467	471	403	216	127	60	109	319	443	348	358	395	461	430	454	515	507	559	595
Chrissy	F	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	0	0
Christ	M	78	67	31	16	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	494	830	978	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christa	F	0	0	0	0	0	0	0	30	85	309	230	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857	542	254	287	464	0	0	0	0	0	0	0	0	0	0
Christal	F	0	0	0	0	0	0	0	0	0	85	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	726	0	0	0	0	0	0	0	0	0	0	0
Christeen	F	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christel	F	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845	0	0	0	0	0	0	0	0	0	0	0	0
Christen	F	0	0	0	0	0	0	0	0	0	51	126	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787	458	803	0	0	0	0	0	0	0	0	0	0
Christena	F	58	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christene	F	0	0	0	15	35	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	771	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christi	F	0	0	0	0	0	0	0	50	133	251	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	426	297	539	0	0	0	0	0	0	0	0	0	0	0
Christian	F	0	0	0	0	0	0	0	0	0	60	135	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	434	363	0	0	0	0	0	0	0	0	0	0
Christian	M	211	167	112	82	54	41	51	90	265	741	801	3126	3060	3050	2758	2601	2424	2369	2114	2051	1930	1815	235	276	378	462	564	634	510	385	234	108	100	32	23	23	29	30	33	35	42	43	46	52
Christiana	F	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0	0	0	0	0
Christie	F	19	22	0	0	0	0	48	107	182	541	257	72	0	0	0	0	0	0	0	0	0	0	893	902	0	0	0	0	638	431	353	157	266	725	0	0	0	0	0	0	0	0	0	0
Christin	F	0	0	0	0	0	0	0	0	0	54	141	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	423	882	0	0	0	0	0	0	0	0	0	0
Christina	F	321	262	184	159	144	122	291	493	1368	3743	3878	1862	391	347	318	296	282	267	255	245	214	201	200	243	310	332	349	399	236	174	72	16	18	40	200	230	254	271	284	303	325	333	390	408
Christine	F	443	534	615	811	882	820	1795	2814	3612	3074	1806	789	134	117	106	95	110	100	103	89	99	90	165	160	153	122	123	129	51	31	27	22	45	102	539	623	673	731	650	705	684	793	729	786
Christop	M	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0	0	0	0	0	0	0
Christoper	M	0	0	0	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	906	951	0	0	0	0	0	0	0	0	0	0	0
Christopher	F	0	0	0	0	0	0	0	0	0	83	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	549	0	0	0	0	0	0	0	0	0	0	0
Christopher	M	327	278	171	145	129	130	542	2009	6188	14205	14755	8975	4228	3938	3555	3276	2996	2753	2590	2459	2295	2151	177	208	287	329	341	333	145	47	20	2	2	2	9	11	13	21	23	26	30	32	36	38
Christy	F	0	0	0	0	0	0	48	195	382	1328	537	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	310	221	71	149	437	0	0	0	0	0	0	0	0	0	0
Chrystal	F	0	0	0	0	0	0	0	0	33	134	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871	453	403	0	0	0	0	0	0	0	0	0	0	0
Chuck	M	0	0	0	0	0	28	79	102	198	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	802	415	358	283	615	0	0	0	0	0	0	0	0	0	0	0	0
Chyna	F	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964	0	0	0	0	0	0	0	0	0	0
Ciara	F	0	0	0	0	0	0	0	0	0	0	112	326	243	213	174	138	118	110	105	93	80	0	0	0	0	0	0	0	0	0	0	0	496	220	324	365	443	528	610	650	674	757	882	0
Cicero	M	53	47	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	623	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciera	F	0	0	0	0	0	0	0	0	0	0	59	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	457	0	0	0	0	0	0	0	0	0	0
Cierra	F	0	0	0	0	0	0	0	0	0	0	93	351	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	208	788	0	0	0	0	0	0	0	0	0
Cinda	F	0	0	0	0	0	0	21	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cindi	F	0	0	0	0	0	0	0	50	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	583	0	0	0	0	0	0	0	0	0	0	0	0	0
Cindy	F	0	0	0	0	0	0	180	2086	2375	920	425	375	172	137	138	113	93	87	99	0	0	0	0	0	0	0	0	0	300	48	46	102	174	196	434	531	528	638	755	790	710	0	0	0
Citlali	F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clair	M	68	122	138	162	142	109	52	26	9	0	0	0	0	0	0	0	0	0	0	0	0	0	460	336	329	305	321	362	509	705	995	0	0	0	0	0	0	0	0	0	0	0	0	0
Claire	F	157	211	293	386	592	561	338	255	154	117	287	632	1081	1168	1228	1238	1250	1183	1258	1213	1321	1220	293	277	232	208	158	162	211	263	389	484	242	126	62	53	53	50	45	49	44	49	40	49
Claire	M	0	22	33	27	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	796	874	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clara	F	6202	5304	3769	2552	1904	1404	659	317	169	97	95	152	386	396	458	522	588	636	714	770	777	787	9	11	23	40	55	79	137	227	369	547	553	424	206	199	167	151	136	131	108	98	99	96
Clara	M	36	30	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	805	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clarabelle	F	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clarance	M	46	51	68	44	42	36	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	575	525	662	663	702	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clare	F	97	95	96	96	92	83	70	72	55	0	47	99	105	97	104	104	96	95	97	97	100	82	392	409	431	435	451	480	526	538	692	0	840	594	679	718	684	679	729	730	718	730	719	861
Clare	M	39	46	49	46	38	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	625	639	646	688	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clarence	M	3795	4929	4716	3611	2985	2004	1218	732	455	318	195	113	51	0	49	0	0	0	0	0	0	0	18	17	17	24	30	46	82	117	167	211	289	480	938	0	983	0	0	0	0	0	0	0
Claribel	F	16	20	23	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	927	893	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clarice	F	53	114	189	218	221	187	91	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	374	306	276	276	303	460	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clarissa	F	47	46	40	34	26	0	0	35	60	103	169	264	129	121	132	121	114	100	91	102	115	112	589	626	720	783	873	0	0	800	663	527	369	264	560	602	550	597	633	706	764	700	645	678
Clark	M	222	209	174	175	131	177	170	165	160	75	80	67	79	81	83	98	119	156	203	217	219	223	227	246	283	291	337	282	280	282	314	511	509	640	698	708	694	616	551	456	382	373	377	380
Claud	M	382	342	282	162	122	66	32	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	189	214	307	360	488	664	967	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Claude	F	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Claude	M	1518	1506	1287	939	762	598	431	269	167	97	54	0	0	0	0	0	0	0	0	0	0	0	52	57	69	91	105	129	160	216	305	449	625	0	0	0	0	0	0	0	0	0	0	0
Claudette	F	0	0	0	0	0	192	166	104	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	318	438	619	0	0	0	0	0	0	0	0	0	0	0	0	0
Claudia	F	219	194	190	169	148	266	631	575	258	404	366	412	182	155	144	119	122	109	97	95	94	85	252	289	305	316	346	254	142	156	287	195	198	181	417	482	514	609	599	659	719	741	761	829
Claudie	F	48	55	64	46	39	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	570	540	676	734	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
